title,review,rating,date,developerResponse
로그인 아이디 입력칸 부족,"로그인을 메일주소로 하게 해 놓고 칸을 부족하게 해 놓아서 아이디 입력이 안됩니다. 아이폰 앱 개발이 제대로 된건가요? 
안드로이드 앱 설치한 동료 추천으로 투자해보려고 앱 설치했는데 로그인도 못하네요",1,2019-02-28 12:17:42,고객님 불편을 드려 죄송합니다. 혹시 이메일 주소를 정확하게 입력하신게 맞으신지요? 해당내용에 관해 더 자세한 안내는 MK파운트 상담센터(1833-4656) 혹은https://pf.kakao.com/_xcixfWC 카카오 플러스 1:1 문의를 통해 받으실 수 있습니다. 더욱더 편리한 자산관리 앱이 되도록 노력하겠습니다!
편리하네요,자산관리 쉽게할수있게 되어있어서 좋습니다,5,2020-01-31 03:28:35,
달러투자시작,원화입금해도 달러로 투자되는게 편한거 같아요,5,2021-05-31 10:47:59,
머리아프게,공부하기는 싫은데 투자는 하고싶고 할때 딱!,5,2021-06-02 01:36:56,
"외국인도.,제발","외국인인데요 가입이 안되어요
한국거주 외국인도 할수있게해주심 안될까요?
개발자님^^",3,2021-01-18 14:59:09,"안녕하세요, 천이닷 고개님 :) 파운트를 통한 투자를 고려해주셔서 감사드립니다. 파운트 내부적으로도 외국인 사용이 가능하도록 개선하고 싶은 마음이 간절합니다. 다만 서비스를 제공해드리기 위해선 증권사의 협조가 필수적인데요, 현재는 비대면으로는 외국인 가입이 불가하도록 되어 있어서 처리가 어렵습니다. 해당 부분을 해결할 수 있도록 노력중이니 너른 양해를 부탁드립니다."
훌륭한 프로그램 어플입니다.,"기대되는 어플입니다. 
손쉬운 투자로 꾸준한 수익 기대합니다.",4,2018-12-10 12:17:31,고객님 소중한 의견 감사합니다 :) MK파운트는 내 손안의 PB로 편리하게 자산관리를 받으실 수 있습니다. 고객님의 기대에 부응하는 파운트가 되도록 최선을 다하겠습니다!
파운트 후기,"우연히 유튜브 광고를 보다가 파운트라는 앱에 대해서
알게 되었습니다.
그러다가 월급날이 되어서 매번 적금을 넣었지만은
주식, ETF, 펀드 등 관심이 생겨서
처음 넣어 봤습니다ㅎㅎ

아직 시작단계이지만은
언젠간 오를거라는 것을 믿고 꾸준히 해보도록 해보겠습니다
감사합니다^^",5,2020-11-11 06:56:05,
공격형 포트폴리오 수익률 0.99%,"월 적립형으로 오늘로 300일째
수익률 0.99%
은행보다 못하네요
포트폴리오를 중립으로 바꿔야하나
다른분들은 어떤지 궁금하네요",1,2021-11-25 00:54:54,"안녕하세요, 킴쾅쿤 고객님 :) 의견을 남겨주셔서 감사드립니다. 이벤트의 경우 파운트를 믿고 투자를 진행해주시는 고객님들께 감사한 마음을 담아 추가납입 계획이 있다면 커피 한잔도 같이 하시라는 의미에서 진행되고 있습니다. 포트폴리오는 권장되는 투자운용기간에 따라 그에 맞는 변동성을 가지고 성과를 추구해 나가도록 운용하는 만큼 권장되는 투자기간을 확보하여주신다면 그에 맞는 만족스러운 성과를 만들어가도록 하겠습니다! 투자상담 또는 이용 문의, 리뷰에 남겨주신 내용 외 다른 의견이 더 있으시다면 카카오톡 고객센터(앱 내 '1:1 문의하기')로 연락해주세요. 최대한 반영하도록 하겠습니다."
파운트 좋아요,앱도 깔끔하고 알아서 리밸런싱해주니 좋네요,5,2021-03-24 02:12:33,
아주좋다,"인증이 안된다
몇백번 해도 정보가 정확하지 않다",5,2020-11-05 22:44:11,"안녕하세요, ㅓㅏ라리이으ㅜㅋㄴ님:) 이용에 불편을 드려 죄송합니다. 다만 리뷰상의 말씀으로는 정확한 파악이 어려워 카카오톡(https://fount.pub/talk)으로 자세한 내용과 함께 진행이 어려운 화면을 캡쳐하여 보내주시면 확인 후 최대한 빠르게 답변 드리도록 하겠습니다!"
다들쓰세요,이 앱 쓰시는 분들 모두 대박나길 바라요 같이 돈 법시다ㅠㅠ,5,2021-06-01 10:32:10,
확실히,다른 어플과 비교해서 깔끔해보이긴해요,5,2021-06-02 01:39:34,
나를 위한 선물이랄까,나를 위한 조그만한 재테크 해보려 합니다.,5,2021-06-03 06:07:57,
AI투자는,처음인데 기대 대로 잘 되길 바랍니다,5,2021-06-01 10:47:22,
잘 불려주세요~,저도 수익 잘 나오면 추천 많이 해볼게요 ㅎㅎ,5,2021-06-01 10:46:30,
소액투자 중,소액으로도 가능하니까 부담도 없어서 좋아요,5,2021-05-26 04:16:37,
주식 잘 몰라서 알아서 관리 해주는곳으로,"연금이 없어서 연금펀드 들었습니다 
제가 할 자신은 없어서 파운트를 이용했어요 
차곡차곡 돈이 쌓여가면서 수익도 늘어나는게 보이니깐 좋더라고요 
매번 알아서 리밸런싱을 해주니깐 그것도 편리 하더라고요~
그리고 가끔씩 카톡이 와서 질문 사항과 불편한점 등을 체크 해주시니깐 관리 받고 있는 느낌이 듭니다 
만족해요!",5,2020-10-28 05:35:55,"안녕하세요, 쿨예스님 :) 꾸준히 성과를 확인하고 계시는군요! 로보어드바이저를 통한 자산분배 서비스를 제공해드리기는 하나 직접 확인하고 투자를 공부해 나가는 것도 좋은 방법중에 하나라고 생각됩니다. 고객님의 입장에서 생각하며 보다 나은 서비스를 제공해드릴 수 있도록 하겠습니다! 궁금한 점이 있을 땐 카카오톡(https://fount.pub/talk)으로 편하게 연락해주세요!"
양심이 있습니까,"200만원 넣고 이주만에 -18만원이라뇨
182만원라도 건지자 마음으로 해지신청하는데
예상환매대금이 172만원이요? 2주만에 30만원 가까이 때이고 갑니다",1,2021-03-08 14:22:44,"안녕하세요,  tete7116 고객님 :)  단기간의 투자가 손실로 이어져 속상하신듯 하네요. 파운트 서비스는 어떤 시장하락에도 꾸준히 우상향을 할 수 있는 서비스는 아니지만, 1년 이상 중장기로 운용 중인 고객의 경우 투자성향과 무관하게 95% 이상 수익을 유지하는 안정적인 성과를 보이고 있습니다. 또한 일반적인 주식과는 다르게 파운트에서 제공해드리는 상품은 매매기간이 소요되기 때문에 리뷰를 남겨주신 시점을 기준으로 환매되지 않은 종목이 있었을 것으로 예상되네요. (펀드:영업일 기준9일, ETF 3~5영업일 소요) 보다 상세한 안내가 필요하신 경우 카카오톡(http://pf.kakao.com/_xcixfWC/chat)으로 연락해주세요. 더 좋은 운용전략과 서비스를 만들어가기 위해 노력하겠습니다!"
알쏭달쏭,만족스럽게 사용하고 있습니다. ㅎㅎ,5,2021-06-01 10:38:26,
어이없는 환매대금,50만원 펀드 넣어놨다가 2주만에 뺄려고 봤더니 예상환매대금 46만원 ㅋㅋ 수수료가 얼만지더 모르고 이렇게 당해버리나,1,2020-11-01 02:27:50,"안녕하세요, minshin2416님:)
예상환매대금에는 투자되지 않은 유동성 자산은 포함되어 있지 않은 점 이용에 참고하여주세요. (전체금액중 ETF는 3%가량, 펀드는 5% 가량이 예수금으로 투자되지 않는 유동성 자산 입니다.) 또한 파운트에서는 수익이 났을 경우에만 수익중 15%를 성과보수로 수취하고 있습니다. 다른 궁금한 점이나 자세한 상담이 필요하실 경우 카카오톡(https://fount.pub/talk)으로 연락해주세요!"
주식보다 나으려나요?,펀드랑 주식이랑 많이 다른가요? 일단 펀드로 갑니다,5,2021-06-02 01:40:24,
첫재테크시작,"파운트로 첫 재테크를 시작하였는데, 배우는 기분이네요.",5,2021-05-26 04:16:34,
리밸런싱으로,앱이 알아서 잘해주네요,5,2021-06-03 06:02:15,
투자중,자산현항이 한 눈에 잘 들어와요! 잘 쓰고 있어요!,5,2021-06-01 10:36:36,
파운트,앱 깔끔하게 잘 만드셨네요~자산관리 잘해주세요,5,2020-01-30 04:15:21,
앞으로도,믿음직한 수익을 좀 줬으면 좋겠음 아직 좀 아쉬움,5,2021-06-02 01:33:27,
상담사분들,카톡으로 친절한 설명 감사합니다,5,2021-06-01 10:41:09,
ㅋㅋㅋㅋ펀드해지 원금에서 50프로떼먹네ㅋㅋㅋㅋㅋ,"장난 하는거도 아니고
리뷰보다가 반응 안좋길래 갈아탈라고 신청할라니까 ㅋㅋㅋㅋ 어이가없어서 웃음이나오네",1,2021-04-05 08:25:42,"안녕하세요, 가엊 고객님 :)
환매대금과 예수금을 잘못보셔서 오해를 하신 것 같네요. 파운트는 수익이 없으면 수수료가 발생하지 않고 만일 수익이 나지 않은 상태에서 해지를 하신다면 현재 화면에 보이는 평가액을 기준으로 해지가 이루어지게 됩니다. 
환매대금/예수금에 대한 상세한 설명이 필요하신 경우 파운트 1:1 문의(https://fount.pub/talk)로 연락 해 주세요~!!"
App 작동 불량,"아이폰에서 앱이 먹통입니다.
몇번이고 지웠다 다시 설치했는데.

그냥 존버 하라는 의미인가요?",1,2020-07-29 14:31:36,"안녕하세요, 술탄킴 님

앱에 오류가 있어 불편을 겪고 계시는군요.
파운트 카카오톡 채널(http://pf.kakao.com/_xcixfWC/chat) 로 연락을 주시면 빠르게 해결을 도와드리고 있습니다. 댓글을 보시면 꼭 카카오톡으로 연락을 부탁드립니다!"
페이스 아이디와 비밀번호를 처도 로그인이 안됩니다.,업데이트를 다했는데도 로그인이 안되는데 이건 큰 문제라고 생각합니다. 빠른 조치 바랍니다.,1,2020-03-20 02:39:16,"안녕하세요, ㅑㅓㅓ랴ㅡㅏ 고객님

접속에 오류가 발생한 점 정말 죄송합니다.

iOS 리뷰 상에서는 고객님의 상세한 정보 확인이 어려워, 카카오톡을 (http://pf.kakao.com/_xcixfWC/chat) 통해 문의 주시면, 빠르고 친절하게 해결해 드리도록 하겠습니다! iOS 에서 리뷰 확인 오류가 있어서 문의를 늦게 확인한 점 죄송합니다."
아들 추천받아 사용중,추천받아 사용해보는데 사용하기 편해요 수익률도 만족해요~,5,2020-02-25 13:16:49,
공격형,공격형 펀드 가입했는데 4일만에 수익저조해서 환매 했더니 환매기준가 -7% 손해 보고 빠졌습니다. 믿지마세요,1,2021-02-18 23:02:18,"안녕하세요, 야나나므두느 고객님 :)
아마도 환매대금을 확인하시는 과정에서 오해가 있으셨던 것 같습니다!!

펀드 포트폴리오에는 5~6% 정도의 현금자산이 포함되어 있고, 이 자산은 매수에 사용된 자금이 아니기 때문에 환매대금에 포함되지 않습니다 ㅎ

물론, 최근 시장변동으로 공격형 펀드를 선택하셨다면 1~2% 정도의 흔들림이 있었을 수는 있으나 말씀하신 것과 같은 수준의 단기변동성을 갖지 않습니다.
이미 해지를 하셨지만, 카카오톡(http://pf.kakao.com/_xcixfWC/chat)으로 연락을 주시면 정확한 금액조회를 도와드리겠습니다 :)

감사합니다!"
추천합니다,초보 투자자들도 쉽게 투자할 수 있어 좋네요 추천합니다,5,2020-02-24 07:17:42,
"안정적인 수익률, 최고네요",편리하고 수익률 좋고 믿음이 갑니다~,5,2020-01-30 03:04:48,
편리하네요,계좌개설 진짜 빨라요 제 계좌라고 해서 놀랐네요,5,2021-05-31 10:47:58,
사용방법 관련하여,"친절하게 상품해지 및 환급 방법에대해 
잘 알려주셨습니다.
어플과 투자어플연동되어 처음에 좀 이해가 안됬었는데
직원분이 하나하나 설명 해주시고
해지상품의
환급 또 한 알려주셨네요
감사합니다! 다음에 다시 투자상품으로 선택해서 투자하겠습니다.",5,2021-02-19 03:51:06,
별한개도 아까움 dog 쓰레기앱,"가입은 쉽고, 해지는 me친 전나어려움

바로 손절이다",1,2021-04-26 04:47:57,"안녕하세요, jeffqiudh 고객님 :) 해지과정 중 불편을 겪으셨군요. 어려운 부분과 개선 요청 사항은 앱 내 1:1 문의하기를 통해 연락주시면 쉽게 안내드림과 동시에 최대한 개선할 수 있도록 하겠습니다. 인출의 불편함은 내부에서도 충분히 인지하고 있어 차후에는 오픈뱅킹을 활용해 더 쉽고 간편한 입출금 기능을 마련할 예정이니 이용에 참고해주세요."
글씨가 작아요,글자크기가 조절 되면 좋겠어요.,5,2021-06-19 02:09:14,
예수금출금필요,예수금은 바로바로 출금 가능하면 좋겠씁니다,5,2021-06-25 11:56:57,"안녕하세요, 도소드원인 고객님 :) 파운트에서는 포트폴리오를 구성할 때에 변동폭에 대비하고 유동성을 확보하는 차원에서 전체 투자금의 일정 비율을 유동성 현금으로 설정해 확보하고 있습니다. 이 금액은 투자되지 않고 계좌에 예치되는 상태가 되는데요, 해당 금액도 투자자금의 일부이기에 출금을 위해서는 계약을 해주셔야하는 점 참고해주시면 감사하겠습니다! 다른 궁금한 사항이 생기면 카카오토 고객센터(앱 내 '1:1 문의하기')로 연락주시면 답변드릴테니 편하게 활용해주세요."
오 수익이 나고있어요,수익이 보이니까 기분이 좋네요 굿파운트 굿파운트,5,2021-06-03 05:53:17,
수익나라,파운트가 제가 생각하는 수익률에 가장 가까웠네요.,5,2021-05-21 11:00:32,
그냥 놀고있는돈,그냥 놀고있는 돈 넣어놨는데 ai가 다 해줘서 편해요ㅋㅋㅋ,5,2020-10-23 15:02:55,
결혼자금모음,돈 얼른 모아서 결혼하고 싶습니다.,5,2021-05-31 10:47:46,
신분증 인식이 안되요,한... 50번은 사진찍은거 같은데 다 인식이 안되요. 시작도 못하는 상황... 저만 이런거요;;,1,2020-09-05 04:22:40,"안녕하세요, 안톤 고객님 :)

신분증 인식에 계속 실패하고 계시다니 답답한 마음이 충분히 공감이 됩니다.
신분증 인식시스템은 행정안전부에서 제공하는 모듈을 통해 신한금융투자에서 지원을 하다보니 저희가 직접 처리가 어렵습니다.

다만, 저희가 직접 인식테스트를 진행하면서 팁이 될 수 있는 부분을 공유드립니다.
1) 다른 신분증 사용 (운전면허, 주민등록증)
2) 빛을 완전히 등지고 검은 배경위에 놓고 찍기
3) 카메라 렌즈를 깨끗하게 닦고 촬영하기

위 방법으로 다시 한번 시도를 해봐주시면 아마 정상적으로 단계를 넘어가실 수 있을 것이라 생각됩니다!"
오류,파운트 들어가면 뜨는 팝업창이 없어지지도않고 닫히지도않아서 어플사용이 불가능함,2,2020-07-31 03:47:18,"안녕하세요, 고객님 :)
팝업창은 우측 상단에 X버튼을 누르면 닫히게 되며, 팝업과 연결된 알림글을 읽으신 후부터는 노출이 되지 않습니다.

카카오톡(http://pf.kakao.com/_xcixfWC/chat) 으로 연락주시면 빠르게 해결 도와드리겠습니다!"
파운트와 비슷한 어플은 있지만,"파운트는 뭔가 편안하네요
소통도 잘되구요 
언제든지 궁금한거 물어보면 바로 대답들을수 있구요 
수수료 면에서 합당하네요 ~ 
해볼만합니다!!! 
저도 소액으로 소심하게 시작해보렵니다",5,2020-07-30 04:45:30,"안녕하세요, blessy791018 님 :)

걱정을 덜고 가벼운 마음으로 자산을 관리해 가실 수 있도록 언제든 궁금증을 해결해드리고자 노력하고 있습니다.

궁금한 것이 생긴다면 언제든 카카오톡으로 연락 해주세요 :)"
본인 인증 안되요,본인 인증시 다 맞는 정보를 입력했는데 정보가 올바르지 않다고 나오네요... 뭐지?,3,2019-07-20 13:43:13,고객님 불편을 드려 죄송합니다. 카카오톡 상담하기(https://pf.kakao.com/_xcixfWC)로 문의주시면 자세한 안내 도와드리겠습니다.
너무 간편한 파운트!,저보다 수익률이 좋아요!,5,2020-10-23 10:55:24,
어이가 없네,"수익률 안나와서 해지신청하고, 매도되는 거 보고 내가 주식사서 수익냈더만 그걸 왜 당신네들이 자문수수료로 가져가세요 ? ㅋㅋㅋㅋㅋㅋㅋㅋ
해지는 갑자기 취소되어 있고 ? ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 뭐하시는 거에요?? ㅋㅋㅋ",1,2021-07-03 03:57:50,"안녕하세요, 고객님 :) 이용에 불편을 드려 죄송합니다. 리뷰에 남겨주신 내용만으로는 상세 내용 확인이 어렵다보니 카카오톡 고객센터(앱 내 '1:1 문의하기')로 연락해주시면 파운트에서 잘못 수취된 금액이 있다면 고객님의 계좌로 다시 보내드리고 적절한 절차를 진행하도록 하겠습니다. "
좋아요,별다른 불편이나 불만 없이 사용중이에요,5,2021-06-01 10:34:50,
…..,수익 안나면 수수료 없음 정책이 참 마음에 듭니다.,5,2021-05-21 11:00:30,
김민식,다른 투자어플보다 훨씬 직관적입니다,5,2021-05-23 13:53:51,
로그인이 안되는 이유는 머죠,"얼굴인식도 안되고 비밀번호도 안되고
로그인 자체가 안되서 못들어 가고 있어요
빠른 답변 부탁드려요",1,2020-03-15 17:33:05,"안녕하세요, 하나하나 안되요 고객님.

안녕하세요, tlvkd고객님.

iOS 리뷰 상에서는 고객님의 상세한 정보 확인이 어려워, 카카오톡을 (http://pf.kakao.com/_xcixfWC/chat) 통해 문의 주시면, 빠르고 친절하게 해결해 드리도록 하겠습니다! iOS 에서 리뷰 확인 오류가 있어서 문의를 늦게 확인한 점 죄송합니다."
투자 한달만에 -9%,"펀드 마이너스 나서 걍 
안되겠다 싶어서 손절합니다 
마이너스 5프로대면 버티겟는대 앞으로 10프로 이하로 떨어질것 같아서요 ㅎㅎ.....
그리고 해지하고서 신한알파를 까네 마네, 깔고나서 계좌를 인증해라, opt카드를 받아라,신분증인증을 받아라 등등 엄청 짜증나거든요? 
해지신청을 4/25에했는대 일부만 환불되어있고 
아직까지도 나머지 펀드는 환불 전이에요 
이건 시장에 내다 파는 시간이 있으니 이해하겠는대요 무슨 절차가 이따위인지 모르겠어요 ... 
마이너스 난것도 열받는대 해지하고 돈 찾으러 이리저리 찾으러 다니는거랑 계속 인증하라는거랑 
진짜 기분 더 엿같아져서 리뷰까지 써요",1,2022-05-01 04:33:33,"안녕하세요, 어너저너 ㅠ뉴조ㅗㅈ너 고객님 :) 만족스러운 이용 경험을 드리지 못해 죄송합니다. 계약해지시 파운트와의 계약이 종료되고 파운트를 통해 개설해주셨던 파운트 전용 투자계좌는 일반 증권사 계좌로 전환되고 있습니다. 그렇다보니 계약해지 후에는 말씀해주신 것처럼 증권앱을 사용해주셔야하는 부분이 있습니다. 고객님의 안전한 투자를 위한 장치이니 너른 양해를 구합니다. 펀드상품의 경우 증권사, 운용사, 수탁회사 등 여러기관을 거쳐 자금이 관리되는 만큼 매매기간이 다소 소요되는 특성이 있습니다. 해지를 신청하신 날로부터 최대 9영업일이 지나면 투자자금이 예수금으로 전환되어 인출이 가능해지는 점 이용에 참고해주세요."
잘쓰고 있어요,"추천받아서 사용중인데
관리도 편하고 수익도 증가하니
기분좋게
관리하고 있어여
저에겐 유용한 재테크인거같아서
좋습니다:)",5,2021-04-20 09:07:53,
별로,"3개월 눈 딱 감고 지켜봤다.
-9% 초공격적 투자도 아니었다.
고객 응대 0점.",1,2021-05-12 08:29:51,"안녕하세요, 침묵의하모니 고객님 :) 수익률과 응대에 대해 만족스럽지 못한 경험을 하셨군요.
다만 파운트에서 제공해드리는 포트폴리오의 특징을 설명해드리면 단기에 특정한 요인으로 수익을 내는 것이 아니라, 다양한 요인으로 인해 변화하는 시장 사이클이 반복될수록 포트폴리오의 성과가 좋아질 수 있게 구성이 되어 있습니다. 모든 포트폴리오는 권장되는 투자운용기간에 따라 그에 맞는 변동성을 가지고 성과를 추구해 나가도록 운용하고 있으며, 최소 1년 이상의 투자기간을 확보해주시는 것을 권장해드리고 있습니다. 국채금리로 인해 수익의 변동성이 크게 발생된 시기인 만큼 보다 상세한 상담이나 설명이 필요하신 경우에는 앱 내 1:1 문의하기를 통해 연락주시면 친절하게 답변드리도록 하겠습니다.
"
쓸만한 앱이네요,만족합니다.,5,2018-06-26 06:59:14,고객님 소중한 의견 감사합니다 :) 고객님이 만족하셨다니 저희도 정말 기쁩니다. 고객님의 기대에 부응하는 파운트가 되겠습니다!
인증번호가안와요...,회원가입하려고 하는데 아이폰으로 인증번호가 안오네요...,1,2021-01-25 05:03:22,"안녕하세요, 뭅스터 고객님 :) 리뷰상에 남겨주신 내용만으로는 정확한 확인이 어렵습니다 ㅠ 카카오톡(http://pf.kakao.com/_xcixfWC/chat)으로 상세 내용을 남겨주시면 확인 후 답변 드리도록 하겠습니다!"
로그인이 안됩니다,"아이폰 유저인데요
파운트 앱 실행 시 얼굴 인식하는걸로도 로그인이 안되고 비밀번호로도 로그인이 안됩니다",1,2020-03-30 12:11:32,"안녕하세요, 흑인악 고객님

접속에 오류가 발생한 점 정말 죄송합니다.

iOS 리뷰 상에서는 고객님의 상세한 정보 확인이 어려워, 카카오톡을 (http://pf.kakao.com/_xcixfWC/chat) 통해 문의 주시면, 빠르고 친절하게 해결해 드리도록 하겠습니다! iOS 에서 리뷰 확인 오류가 있어서 문의를 늦게 확인한 점 죄송합니다."
투자,업데이트 하고나서 앱이 아예 안들어가져요 ..,2,2020-11-20 06:45:55,"안녕하세요, 황마아 고객님 :) 이용에 불편을 드려 죄송합니다. 20일 서버 증설 작업으로 인해 오전중에 일시적으로 접속이 불가한 이슈가 있었습니다. 현재는 작업이 다 완료되어 정상적으로 접속이 가능한 상태입니다. 만약 현재도 접속이 불가한 상황이라면 자세한 증상과 함께 카카오톡(https://fount.pub/talk)으로 말씀해주시면 확인 후 최대한 빠르게 조치취하도록 하겠습니다!"
시간이 오래걸리고 결국 이것저것 떼면 별로 안남음,해지후 출금 가능까지 시간이 오래걸리고 해지하면 이것저것 떼고 오히려 마이너스..,1,2020-12-02 04:26:58,"안녕하세요, 고릴라1230 고객님 :) 환매기간이 오래걸린다는 말씀을 보아, 펀드상품을 해지해주신 듯 하네요. 펀드 거래에 필요한 기간은 저희 서비스와 상관없이 국내 모든 증권사가 동일하게 가지는 시간으로 금융감독원의 절차에 따라 진행되는 부분인 점 이용에 참고를 부탁드립니다. 리뷰상으로는 어느정도의 투자기간을 두고 진행하셨는지 알 수 없지만 시장보다 낙폭을 줄이고, 수익은 시장을 따라가게 하여 장기적으로 성장해가는 전략인 만큼, 1년 이상의 투자를 권장해드리고 있습니다. 또한 대부분 환매수수료가 없는 종목으로 구성하고 있으며 수익이 없는 경우에는 성과보수를 수취하고 있지 않습니다.다소 부당하게 느껴지셨거나 다른 문의사항이 있으신 경우 카카오톡(https://fount.pub/talk)으로 연락주시길 바랍니다!"
투자권유 안받고싶은데,처음 시작시 투자권유 미희망하면 아예 시작이 안되네요 당황~,1,2022-01-17 01:25:32,"안녕하세요, qwlkas 고객님 :) 투자자 확인사항의 투자권유 희망여부는 투자성향분석 및 포트폴리오 제공을 위하여 고객님의 정보 제공에 대한 동의를 받는 것으로, 동의를 하지 않으면 투자성향분석 후에 고객님의 투자성향에 맞는 포트폴리오를 제공함에 어려움이 있어 필수적으로 동의를 받고 있습니다. 이용에 참고해주세요. 적절한 포트폴리오를 제공할 수 있도록 동의 후 진행을 부탁드립니다."
불편함....,회원탈퇴 등 기본적인 서비스도 없는 아주 불편한 앱이다....노답,1,2020-11-25 08:53:15,"안녕하세요, Livia Yi 고객님 :) 계약을 보유하고 있을 경우 탈퇴시 이슈가 발생할 우려가 있어 현재는 고객센터로 연락을 주시면 탈퇴 진행을 수기로 도와드리고 있습니다. 추후에는 앱 내에서도 직접 탈퇴가 가능하도록 서비스가 개편될 예정입니다! 이용에 참고를 부탁드리며 다른 개선 요청 의견이나 문의사항은 카카오톡(https://fount.pub/talk)으로 말씀해주시면 최대한 빠르게 답변 드리도록 하겠습니다."
투자 필터 요청,Ai투자에 필터같은거는 없나요?,5,2021-06-01 10:39:21,
쓰지마세요,어이없네 해지를 개인적으로 카톡문의하기로 해야 한다고?,1,2020-06-17 21:35:17,"안녕하세요, 고객님.

자문계약의 해지의 경우 앱 내에서도 직접 가능하십니다.
다만, 회원 탈퇴의 경우 계문계약이 완전히 해지되지 않으면 처리가 되지 않다보니 카카오톡을 통해서 정확히 안내를 드리고 있습니다."
다행,입니다 복구가 되고있어요!,4,2021-06-30 06:38:33,"안녕하세요, 얌꼼 고객님 :) 시작한지 얼마 되지않았는데 충분한 수익이 나지 않아 걱정이 있으신 것 같네요. 파운트의 모든 포트폴리오는 1년 이상의 중장기 성과에 최적화 되어있다보니 단기간에는 포트폴리오의 효율보다는 시장의 변동성에 영향을 받게 됩니다. 다만, 1년 이상 운용 중인 고객의 경우 투자성향과 무관하게 95% 이상 수익을 유지하고 있습니다. 기존 리밸런싱 주기보다 더 빠르게 진행되길 원하시는 경우에는 카카오톡(http://pf.kakao.com/_xcixfWC/chat)으로 요청해주세요. 또 시장의 주요변화가 있다면 운용본부를 통해 포트폴리오를 유동적으로 변경하고 있으니 이용에 참고해주시길 바랍니다. 현재 상황에 대한 자세한 리포트가 필요하신 경우에도 카카오톡으로 연락을 남겨주시거나 10분 전문 상담을 예약해주시면 보다 자세하게 안내드리도록 하겠습니다!"
내가 눈감고 랜덤으로 넣은거보다 수익 안 남,왜 하는지 모르겠음,1,2021-08-18 00:29:10,"안녕하세요, 쥰june 고객님 :) 파운트에서 제공해드리는 포트폴리오는 단기에 특정한 요인으로 수익을 내는 것이 아니라, 다양한 요인으로 인해 변화하는 시장 사이클이 반복될수록 포트폴리오의 성과가 좋아질 수 있게 구성이 되어 있습니다. 권장되는 투자운용기간에 따라 그에 맞는 변동성을 가지고 성과를 추구해 나가도록 운용하고 있는 만큼 성향에 맞는 투자기간을 확보해주시면 감사하겠습니다. 보다 상세한 투자 상담을 원하시는 경우 카카오톡 고객센터(앱 내 '1:1 문의하기')로 연락해주세요."
시작이 안되네요...?,휴대폰 인증단계에서 넘어가질 안습니다ㅠㅠ,1,2020-10-21 04:11:08,"안녕하세요, ㅎㅎㅎㄷㄷ님 :)
리뷰에 남겨주신 말씀만으로는 상황파악이 어려워 카카오톡 (https://fount.pub/talk) 으로 증상과 함께 진행이 잘 되지 않는 부분에 대한 화면을 캡쳐하여 보내주시면 처리를 도와드리겠습니다! 혹시 증상이 잘 해결되었다면 별점 상향을 조심스레 부탁드립니다."
재밌어,돈모으는게 눈에 보여서 재밌어!,5,2021-02-07 01:41:39,
사용중,큰 불만은 없습니다.,5,2021-06-16 02:35:07,
앱이 안들어가져요,로그인도 안되고 에러만 떠요,1,2021-10-20 15:24:43,"안녕하세요, jwowkdbdia 고객님 :) 이용에 불편을 드려 죄송합니다. 파운트 서비스에 사용되는 업체 네트워크 장애로 인해 파운트 앱 사용이 어려운 이슈가 발생되었습니다. 21일 새벽 3시 30분에 복구가 완료되었으며 파운트 앱을 완전히 종료한 뒤 재접속 하시면 정상적으로 이용이 가능하십니다. 보다 편리한 서비스 제공을 위해 늘 신경쓰겠습니다. 문의사항 또는 도움이 필요한 상황이 생길 때에는 언제든 카카오톡(https://fount.pub/talk) 고객센터로 연락주시길 바랍니다!"
땡땡이 입니다.,잘 사용하겠습니다.,5,2021-01-07 13:20:58,
업데이트 이후 불편함점,"1. 페이스 아이디로 자동 로그인 되던부분
페이스 아이디 체크가 되나, 로그인 안됨
접속할때마다 이메일주소 입력후 로그인

2. 추가 입금금액이 바로 확인 되지 않음
이전에는 운용금액 및 cma에 투자 대기중인 금액이 함께 보였음 

이전과 비교하여 불편합니다",3,2019-05-24 01:25:54,"고객님 불편을 드려 죄송합니다. 지적해주신 사항들을 보완한 안정화 버전을 배포했으니 앱 업데이트 부탁드리고, 추가적인 안내는 카카오톡 상담하기 https://pf.kakao.com/_xcixfWC 를 통해 받으실 수 있습니다. 최선을 다하는 파운트가 되겠습니다!"
업데이트 후 접속안됨,아이폰x ios 12.3.1버전인데 업데이트 후 접속이 안돼요,1,2019-05-28 04:28:51,고객님 불편을 드려 죄송합니다. 지적해주신 사항들을 보완한 안정화 버전을 배포했으니 앱 업데이트 부탁드립니다. 카카오톡 상담하기 https://pf.kakao.com/_xcixfWC 를 통해서 불편하신 사항에 대해 안내받으실 수 있습니다. 최선을 다하는 파운트가 되겠습니다!
